fileName,script,labels
Ses04M_script01_3_M035,"You have to be a little better because of that.  Otherwise, we have is really loot and there's blood on it.  I don't want to take any of it.  I guess that included you.",sad
Ses04M_script01_3_F024,And do you still feel that way?,xxx
Ses04M_script01_3_M036,"I want you now, Annie.",xxx
Ses04M_script01_3_F025,"Because you mustn't feel that way anymore, Chris.  Because you have a right to everything you have, everything, Chris; to me, too.",xxx
Ses04M_script01_3_F026,"And your money, there's nothing wrong in your money.  Your father put hundreds of planes in the air.  You should be proud.  A man should be paid for that.",xxx
Ses04M_script01_3_M037,"Annie, Annie, I'm going to make you a fortune.",hap
Ses04M_script01_3_F027,What'll I do with a fortune?,hap
Ses04M_script02_1_M000,"What time is it?  They're supposed to run around midnight.  This is great, isn't it?  Look at this night we've got here; couldn't be better.",xxx
Ses04M_script02_1_M001,"Actually, I wanted to go a little farther up the coast, get away from the lights and the people, but I was afraid we'd miss it.  How you doing?",exc
Ses04M_script02_1_F000,Fine.,neu
Ses04M_script02_1_M002,"Is that, is that - is that just foam?  I can't even tell.  Although, if you can't tell, it's probably isn't them.  It'll probably be unmistakable, don't you think?",exc
Ses04M_script02_1_M003,"How you doing?  Oh, no, you know what I did?  I forgot to bring my flashlight.  How could I be so stupid?  I should have brought my flashlight.",exc
Ses04M_script02_1_F001,What flashlight?,xxx
Ses04M_script02_1_M004,"The flashlight; the silver one.  There's only one, isn't there?",xxx
Ses04M_script02_1_F002,It's not yours.,ang
Ses04M_script02_1_M005,Whose is it?,neu
Ses04M_script02_1_F003,"It's ours.  It's mine, too.",ang
Ses04M_script02_1_M006,"Well, sure.",fru
Ses04M_script02_1_F004,You kept saying my flashlight as if it's somehow just yours.  How is that supposed to make me feel?,ang
Ses04M_script02_1_M007,"No, of course, our flashlight; yours and mine.  Me flashlight es su flashlight, naturally.  How could we not think to bring it?  I hope the moon stays out.",xxx
Ses04M_script02_1_M008,"I wonder, do they always run during a full moon? I can't remember if it was full last year.  Remember?",exc
Ses04M_script02_1_F005,Yes.,ang
Ses04M_script02_1_M009,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.",neu
Ses04M_script02_1_M010,"Oh, man.  This is great.  I didn't even think to bring a six pack.  Six pack would be just the ticket right about now.  I can't believe I forgot.  I'm like a kid.  It's amazing I got out of the house with my fly zipped.  Oh.",xxx
Ses04M_script02_1_M011,I wonder if they can hear me talk or feel the vibrations in the sand when we move around.,xxx
Ses04M_script02_1_F006,I'm cold.,xxx
Ses04M_script02_1_M012,You want my jacket?,neu
Ses04M_script02_1_F007,It's after eleven; let's go home.,ang
Ses04M_script02_1_M013,Are you kidding?  We'd miss it.  We just got here.  What's the point of coming down here if we just turn around and go home?,fru
Ses04M_script02_1_F008,There is no point in coming down here.,ang
Ses04M_script02_1_M014,Right.,neu
Ses04M_script02_1_F009,That's my point.,fru
Ses04M_script02_1_M015,"That's my point, too.",neu
Ses04M_script02_1_F010,So let's go home.,ang
Ses04M_script02_1_M016,"No, no, no.  That's not my point.  My point is is that there's no point in coming down here if we just leave.  Don't you want to see it?",fru
Ses04M_script02_1_F011,Not particularly.,fru
Ses04M_script02_1_M017,Why not?,xxx
Ses04M_script02_1_F012,I just don't.  It's stupid.,ang
Ses04M_script02_1_M018,"Honey, this is a natural phenomenon.  I mean, this only happens once a year.  It's a great opportunity.  Think about the people in Kansas.  They'd have to get plane tickets and hotel reservations to come see this.  We're just forty minutes away.  It's too good to pass up.",exc
Ses04M_script02_1_F013,"Pass up what?  These little fish swim onto the beach, flop around and then they swim away.  And then they die.",ang
Ses04M_script02_1_M019,"Yeah, but that moment on the beach is the highlight of their little lives.  I mean, all that flopping around is laying eggs or what do you -- spawning or mating, something like that.",fru
Ses04M_script02_1_M020,There's mystery here and magic.,exc
Ses04M_script02_1_F014,What are you so excited about?,neu
Ses04M_script02_1_M021,"Oh, it's a big night for these guys.  Uh, life's last orgy.",exc
Ses04M_script02_1_F015,This isn't a moon landing we're talking about.  It's fish.  It's fish nobody even eats.,fru
Ses04M_script02_1_M022,"Yeah, they do. Okay.  But it's fish who do something none of the other fish do; like the swallows are returning to Capistrano; or the lemmings throwing themselves off the cliffs, like that.",exc
Ses04M_script02_1_M023,There's mystery here and magic; a little bit of the unexplainable.  I don't see how you can not be interested.,exc
Ses04M_script02_1_F016,I'm just not.,fru
Ses04M_script02_1_M024,For real?,sur
Ses04M_script02_1_F017,Yes.,ang
Ses04M_script02_1_M025,"I don't get it.  First time we came here to see it, you said it was the best night of your life.  And last year, I remember distinctly you were so excited to get here, you stubbed your toe rushing me out the door and didn't even notice until we were in the car.",xxx
Ses04M_script02_1_F018,"Last year, you will also remember, our shoes got wet.  I got sand in my panties.  We got into a big fight over nothing.  You got a sore throat and we did not see the grunions.",ang
Ses04M_script02_1_M026,We weren't in a good spot.,xxx
Ses04M_script02_1_F019,We didn't see them the first time either.,fru
Ses04M_script02_1_M027,We just weren't in a good spot.  This is a much better spot.  I've got good instincts for these things.  Look there.  What's that?  Is that -,xxx
Ses04M_script02_1_M028,"no, it's just seaweed, isn't it?  Oh, man, this is great.  I wouldn't miss this for anything.  I mean, think about this.  I know you're not interested, but just think about this for a minute.",exc
Ses04M_script02_1_M029,Out there someplace is this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.  No one sent them an invitation or a map;,exc
Ses04M_script02_1_M030,"just some little instinctual time release firecracker went off in their little bodies and all as one, they turned and formed a line as long as the California coast and started swimming.",exc
Ses04M_script02_1_M031,They're swimming right now as if that's the only thing that matters.  It's single mindedness with no mind.  Urgency that's pure urge.,exc
Ses04M_script02_1_M032,"They don't know what drives them.  They don't give it a name or ask a question.  They just turn, as one, and start the swim that brings them here; to this place, where we stand, for a massive celebration of sex and death.  Oh, man, I'm giving myself goose bumps.  All my hairs are popping up.",exc
Ses04M_script02_1_F020,That's the wind.,fru
Ses04M_script02_1_M033,Well so what did you think?,exc
Ses04M_script02_1_F021,About what?,fru
Ses04M_script02_2_F000,"Look at this, goose bumps.",neu
Ses04M_script02_2_M000,Well so what'd you think?,neu
Ses04M_script02_2_F001,About what?,xxx
Ses04M_script02_2_M001,What I said.,neu
Ses04M_script02_2_F002,It's ridiculous.,xxx
Ses04M_script02_2_M002,Certainly is not.  It's slightly exaggerated scientific fact.,fru
Ses04M_script02_2_F003,It's PR.  Somebody sold you a bill of goods that this wonderful event is going to take place on the beach.,xxx
Ses04M_script02_2_M003,I'm not the only one.  Look at these people.,xxx
Ses04M_script02_2_F004,Sure.  They're all told the same story.  It's what keeps us coming back for more; keeps us excited; keeps us thinking that life is going to start any minute now if we could just find the right spot; get in on the action.,xxx
Ses04M_script02_2_M004,Are we talking about the same thing?,xxx
Ses04M_script02_2_F005,"Well, I'm sorry, but it's still just fish to me.",xxx
Ses04M_script02_2_M005,"Carla, can I ask you something?  Don't take this the wrong way, but are you having your period?",fru
Ses04M_script02_2_F006,"Goddamn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting.",ang
Ses04M_script02_2_M006,Well what's bugging you?,ang
Ses04M_script02_2_F007,We just have different ideas about what this evening is supposed to look like.,ang
Ses04M_script02_2_M007,"There's nothing to it.  We come down here.  The grunions arrive.  They do their little fish business.  We go ooh, ah, look at the fish.  They go home.  We go home.",ang
Ses04M_script02_2_F008,"For heaven's sake, we are not going to see the grunions.",xxx
Ses04M_script02_2_M008,Why not?,xxx
Ses04M_script02_2_F009,"We never do, do we?  Have we ever?",ang
Ses04M_script02_2_M009,We've missed them twice.,xxx
Ses04M_script02_2_M010,That's not ever.,xxx
Ses04M_script02_2_F010,Twice is every time we've tried.  That's ever.,fru
Ses04M_script02_2_M011,We'll see them this year.,fru
Ses04M_script02_2_F011,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus.  I feel as though my entire life is going to be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up.",xxx
Ses04M_script02_2_M012,I thought you wanted to see them.,xxx
Ses04M_script02_2_F012,You don't have any idea what I'm saying.,fru
Ses04M_script02_2_M013,"No, of course, not.",fru
Ses04M_script02_2_F013,"I did want to see it.  I always do.  I keep thinking this time will be the time, but it never is.",ang
Ses04M_script02_2_M014,It's just fish; nothing to get traumatized over.,fru
Ses04M_script02_2_F014,"For heaven's sake, this is not about fish.",xxx
Ses04M_script02_2_M015,"I've been trying to work this backwards, but I can't seem to pinpoint the moment when we took a turn for the worse.",fru
Ses04M_script02_2_M016,"You were fine during the phone call from Marge.  Dinner was okay.  Doing the dishes was no problem.  Let's see, I took a shower.  Uh, you watched the news.  You said the grunions are running tonight.  I said great, let's go.  I feel lucky tonight.",fru
Ses04M_script02_2_M017,"Uh,okay.  So I'm putting on my jacket; putting out the animals;",fru
Ses04M_script02_2_F015,Do you remember the first time we came to see it?,xxx
Ses04M_script02_2_M018,"uh, taking the car out of the gara- out of the garage.",fru
Ses04M_script02_2_M019,Uh.,fru
Ses04M_script02_2_F016,"It was about four years ago, right after we got married.  We thought I was pregnant and we had a bottle of champagne but no glasses.  You asked me to dance.  So we took off our shoes and you popped the cork.",sad
Ses04M_script02_2_F017,"And while we were dancing, you said the softest, most intimate things to me, right into my ear so that I could feel them as much as hear them.  And I remember thinking this is it.  At last, at last I'm as happy as I'm supposed to be.",xxx
Ses04M_script02_2_M020,"Wait a minute, I've got it.",neu
Ses04M_script02_2_F018,Dancing barefoot in the sand; drinking champagne from the bottle.,sad
Ses04M_script02_2_M021,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker?  You said let's get some champagne and I said times a wasting or something like that.  Right?  That's it, right?  You want this to be like the other time.  That's it.  Of course.",neu
Ses04M_script02_2_F019,I'd rather not remember some things.  I'd rather not hope for some things.,sad
Ses04M_script02_2_M022,Sure.  Okay.  Alright.  I've got it.  Listen do you want to dance?,xxx
Ses04M_script02_2_F020,No.,sad
Ses04M_script02_2_M023,You want to get some champagne?,xxx
Ses04M_script02_2_F021,No.,sad
Ses04M_script02_2_M024,"What, you want me to breathe in your ear?",fru
Ses04M_script02_2_F022,No.,fru
Ses04M_script02_2_M025,You want to get married again?,fru
Ses04M_script02_2_F023,No.,fru
Ses04M_script02_2_M026,"What, you want a divorce?",fru
Ses04M_script02_2_F024,No.,fru
Ses04M_script02_2_M027,A vacation?,fru
Ses04M_script02_2_F025,No.,ang
Ses04M_script02_2_M028,"A new carpet?  A poodle?  An ice cream?  A back rub?  A suicide pact?  What?  What, Carla?  What the hell do you want?",xxx
Ses04M_script02_2_F026,I want something to turn out the way it's supposed to.,ang
Ses04M_script02_2_M029,"Well welcome to the human race.  You think this is what I had in mind?  You think that when I proposed, I had this great fantasy going that four years down the line, we'd come to the beach and yell at each other over fish?  No.",ang
Ses04M_script02_2_M030,"No, I'm just like you.  I thought it was going to be all peaches and roses and wind in our hair and sand in our toes and the fish will always come and the bills will always pay themselves.",xxx
Ses04M_script02_2_M031,"And we'll have three fat rosy kids and ha, ha, ha, baby, the joke's on us, 'cause you know what you get, Carla?  You know what you get?  This.",ang
Ses04M_script02_2_F027,This what?  What is this?  This isn't even anything.,ang
Ses04M_script02_2_M032,"Yes, it is.",fru
Ses04M_script02_2_F028,"Oh, right, sure.  This is standing on the beach.   This is waiting.  This is fighting.",ang
Ses04M_script02_2_M033,Right.,fru
Ses04M_script02_2_F029,But this isn't anything like I thought anything would be like.,ang
Ses04M_script02_2_M034,"No, I know, me neither.",ang
Ses04M_script02_2_F030,"This is just this.  I mean, it includes a lot and everything, but it's just not, you know, something else.  Do you have any idea what I'm trying to say?",xxx
Ses04M_script02_2_M035,I'm doing the best I can.,fru
Ses04M_script02_2_F031,"I know you are, Augie.  Really, I do.  I know you meant for this to be special and nice and it's the full moon and the sand and everything.  But I just couldn't help thinking about being somewhere else.",fru
Ses04M_script02_2_M036,"Maybe if you were with somebody else, too, huh?",xxx
Ses04M_script02_2_F032,I didn't say that.,sad
Ses04M_script02_2_M037,"No, I know.  But still.  I know I don't make you happy.",sad
Ses04M_script02_2_F033,"For heaven's sake, whatever I'm doing, I'd rather be doing it with you.",xxx
Ses04M_script02_2_M038,Yeah?,sur
Ses04M_script02_2_F034,Well don't be ridiculous.  Don't you know that?  You're the one who probably wishes you were with somebody else; somebody who knew how to enjoy herself and didn't take everything so hard.,xxx
Ses04M_script02_2_M039,"Actually, now that you mention it, no.  I don't.",hap
Ses04M_script02_2_F035,"Okay, fine.  So we're in the wrong spot, but we're with the right person.",hap
Ses04M_script02_2_M040,"I don't know.  It seemed like a good spot to me.  I mean, look at the view you've got of the moon from here.",hap
Ses04M_script02_2_F036,"Yeah, I noticed that.  Looks pretty on the water, doesn't it?  Big ol' white moon.  I'm sorry, Augie.",hap
Ses04M_script02_2_M041,"Shh.  If we're very quiet, the fish might come.",hap
Ses04M_script02_2_F037,Or not.,xxx
Ses04M_script02_2_M042,Or not.,xxx
Ses04M_script03_1_M000,Good God.,fea
Ses04M_script03_1_F000,Do you think it's them?,xxx
Ses04M_script03_1_M001,I wonder.,fea
Ses04M_script03_1_F001,"Nobody knows we're here, except Freda and she wouldn't ring up.",fea
Ses04M_script03_1_M002,"It must be them, then.",fea
Ses04M_script03_1_F002,What are we to do?,fea
Ses04M_script03_1_M003,"We'll be alright, darling.  Whatever happens, aren't we?",neu
Ses04M_script03_1_F003,Now and always sweet.,xxx
Ses04M_script03_1_M004,"I don't care, then.",exc
Ses04M_script03_1_F004,It was bound to come sooner or later.,xxx
Ses04M_script03_1_M005,"Hello, hello.  What?  Wrong number.",xxx
Ses04M_script03_1_F005,"Oh, it sent shivers up my spine.",exc
Ses04M_script03_1_M006,What shall we do if they suddenly walk in on us?,exc
Ses04M_script03_1_F006,Behave exquisitely.,exc
Ses04M_script03_1_M007,With the mo- with the most perfect poise?,exc
Ses04M_script03_1_F007,Certainly.  I shall probably do a court curtsey.,exc
Ses04M_script03_1_M008,"Ah.  Things that ought to matter dreadfully don't matter when one's happy, do they?",xxx
Ses04M_script03_1_F008,But what's so horrible is that one can't stay happy.,exc
Ses04M_script03_1_M009,"Don't say that, darling.",xxx
Ses04M_script03_1_F009,It's true.  The whole business is a very poor joke.,exc
Ses04M_script03_1_M010,"Meaning that sacred and beautiful thing, love?",neu
Ses04M_script03_1_F010,"Yes, meaning just that.",xxx
Ses04M_script03_1_M011,"What does it all mean?  That's what I ask myself in my ceaseless quest for ultimate truth.  Dear God, what does it all mean?",xxx
Ses04M_script03_1_F011,Don't laugh at me.  I'm serious.,xxx
Ses04M_script03_1_M012,"You mustn't be serious, my dear.  That's just what they want.",neu
Ses04M_script03_1_F012,Who's they?,exc
Ses04M_script03_1_M013,All the futile moralists who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.  Flippancy brings out the acid- acid in their damn sweetness and light.,ang
Ses04M_script03_1_F013,"If I laugh at everything, I must laugh at us, too.",neu
Ses04M_script03_1_M014,Certainly you must.  We're figures of fun alright.,xxx
Ses04M_script03_1_F014,"How long will it last, this ludicrous and overbearing love of ours?",exc
Ses04M_script03_1_M015,Who knows.,xxx
Ses04M_script03_1_F015,Shall we always want to bicker and fight?,exc
Ses04M_script03_1_M016,No.  That fire will fade along with our passion.,sad
Ses04M_script03_1_F016,"Oh, dear.  Should we like that.",xxx
Ses04M_script03_1_M017,It all depends on how well we've played.,xxx
Ses04M_script03_1_F017,"What happens if one of us dies?  Does the one that's left, still laugh?",exc
Ses04M_script03_1_M018,"Yes.  Yes, with all his might.",xxx
Ses04M_script03_1_F018,"Well that's serious enough, isn't it?",exc
Ses04M_script03_1_M019,"No, no, it isn't.  Death's very laughable; such a cunning little mystery, all done with mirrors.",xxx
Ses04M_script03_1_F019,"Darling, I believe you're talking nonsense.",xxx
Ses04M_script03_1_M020,"So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and- and enjoy the party as much as we can, like very small, quite idiotic little school children.",xxx
Ses04M_script03_1_M021,"Let's savor the delight of the moment.  Come and kiss me, darling, before your body rots and worms pop in and out of your eye sockets.",exc
Ses04M_script03_1_F020,"Elliot, worms don't pop.",xxx
Ses04M_script03_1_M022,"I don't mind what you do, see?  You can paint yourself bright green all over and dance naked in the Place Vendome and rush off madly with all the men in the world and I shan't say a word as long as you love me best.",xxx
Ses04M_script03_1_F021,"Thank you, dear.  The same applies to you, except that if I catch you so much as looking at another woman, I will kill you.",exc
Ses04M_script03_1_M023,Do you remember that awful scene we had in Venice?,xxx
Ses04M_script03_1_F022,Which particular one?,exc
Ses04M_script03_1_M024,The one when you bought that little painted wooded snake and put it on my bed?,xxx
Ses04M_script03_1_F023,"Oh, Charles; that was his name, Charles.  Oh, he did wriggle so beautifully.",exc
Ses04M_script03_1_M025,Horrible thing.  I hated it.,ang
Ses04M_script03_1_F024,I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.,exc
Ses04M_script03_1_M026,How long did that row last?,xxx
Ses04M_script03_1_F025,It went on intermittently for days.,exc
Ses04M_script03_1_M027,The worst one was in Cannes when your curling irons burnt holes in my dressing gown.,xxx
Ses04M_script03_1_F026,"It burnt my comb, too, and all the towels in the bathroom.",exc
Ses04M_script03_1_M028,Line?,neu
Ses04M_script03_1_M029,How -- that was a rouser wasn't it?,exc
Ses04M_script03_1_F027,That was the first time you ever hit me.,exc
Ses04M_script03_1_M030,I didn't hit you very hard.,xxx
Ses04M_script03_1_F028,"The manager came in and found is rolling about on the floor, biting and scratching like panthers.  Oh, dear.",exc
Ses04M_script03_1_M031,"Ah, I shall never forget his face.",xxx
Ses04M_script03_1_F029,"How ridiculous. How utterly, utterly ridiculous.",exc
Ses04M_script03_1_M032,Yes.  We were very much younger then.,xxx
Ses04M_script03_1_F030,And very much sillier.,exc
Ses04M_script03_1_M033,"As a matter of fact, the real cause of that row was Peter Burden.",neu
Ses04M_script03_2_M000,"That was a rouser, wasn't it?",xxx
Ses04M_script03_2_F000,That was the first time you ever hit me.,ang
Ses04M_script03_2_M001,I didn't hit you very hard.,neu
Ses04M_script03_2_F001,"The manager came in and found us rolling about on the floor, biting and scratching like panthers.  Oh, dear.",hap
Ses04M_script03_2_M002,I shall never forget his face.,xxx
Ses04M_script03_2_F002,"How ridiculous.  How utterly, utterly ridiculous.",hap
Ses04M_script03_2_M003,We were very much younger then.,xxx
Ses04M_script03_2_F003,And very much sillier.,hap
Ses04M_script03_2_M004,"As a matter of fact, the real cause of that row was Peter Burden.",fru
Ses04M_script03_2_F004,You knew there was nothing in that.,xxx
Ses04M_script03_2_M005,I knew nothing of the sort.  You took presents from him.,fru
Ses04M_script03_2_F005,Presents?  A trivial little brooch.,xxx
Ses04M_script03_2_M006,"I remember it well, bristling with diamonds in the worst possible taste.",xxx
Ses04M_script03_2_F006,Not at all.  It was very pretty.  I still have it and I wear it often.,exc
Ses04M_script03_2_M007,You went out of your way to torture me over Peter Burden.,fru
Ses04M_script03_2_F007,I did not.  You made the whole thing up in your jealous imagination.,xxx
Ses04M_script03_2_M008,"You must admit that he was in love with you, wasn't he?",ang
Ses04M_script03_2_F008,"Just a little, perhaps, nothing serious.",hap
Ses04M_script03_2_M009,Line?,neu
Ses04M_script03_2_F009,Let him kiss you.,neu
Ses04M_script03_2_M010,You let him kiss you.  You said you did.,ang
Ses04M_script03_2_F010,What of it?,ang
Ses04M_script03_2_M011,What of it?,ang
Ses04M_script03_2_F011,It gave him a lot of pleasure and it didn't hurt me.,xxx
Ses04M_script03_2_M012,What about me?,ang
Ses04M_script03_2_F012,"If you hadn't been so nosey, you never would have known a thing about it.",fru
Ses04M_script03_2_M013,"That's a nice point of view, I must say.",ang
Ses04M_script03_2_F013,"Oh, dear.  I'm bored with this conversation.",fru
Ses04M_script03_2_M014,So am I; bored stiff.,ang
Ses04M_script03_2_M015,You want some brandy?,xxx
Ses04M_script03_2_F014,"No, thanks.",ang
Ses04M_script03_2_M016,"I'll have a little myself, I think.",fru
Ses04M_script03_2_F015,I don't see why you want it.  You've already had two glasses.,fru
Ses04M_script03_2_M017,"No particular reason.  Anyhow, they were very small ones.",fru
Ses04M_script03_2_F016,It seems so silly to go on and on and on with such a thing.,fru
Ses04M_script03_2_M018,You can hardly call three liquor glasses in a whole evening going on and on and on.,fru
Ses04M_script03_2_F017,It's become a habit with you.,ang
Ses04M_script03_2_M019,You needn't be so grand just because you don't happen to want any at the moment.,fru
Ses04M_script03_2_F018,"Oh, don't be so stupid.",fru
Ses04M_script03_2_M020,"Really, Amanda",ang
Ses04M_script03_2_F019,What?,ang
Ses04M_script03_2_M021,Nothing.,ang
Ses04M_script03_2_M022,"Going out somewhere, my dear?",ang
Ses04M_script03_2_F020,"No, just making myself fascinating for you",fru
Ses04M_script03_2_M023,Oh.  That reply has broken my heart.,fru
Ses04M_script03_2_F021,"The woman's job is to allure the man.  Watch me a minute, will you?",xxx
Ses04M_script03_2_M024,"As a matter of fact, that's perfectly true.",ang
Ses04M_script03_2_F022,"Oh, no, it isn't.",ang
Ses04M_script03_2_M025,"Yes, it is.",ang
Ses04M_script03_2_F023,"Oh, be quiet.",ang
Ses04M_script03_2_M026,Line?,neu
Ses04M_script03_2_F024,It's a pity you didn't- It's a pity you didn't have more brandy.,neu
Ses04M_script03_2_M027,It's a pity you didn't have any more brandy.  It might have made you a little less disagreeable.,ang
Ses04M_script03_2_F025,It doesn't seem to have worked such wonders with you.,fru
Ses04M_script03_2_M028,Line?,neu
Ses04M_script03_2_M029,"Snap.  Oh, snap, snap, snap, like a little adder.",ang
Ses04M_script03_2_F026,"Adders don't snap, they sting.",ang
Ses04M_script03_2_M030,"They -- nonsense, they have a little bag of venom behind their fangs and they snap.",ang
Ses04M_script03_2_F027,They sting.,fru
Ses04M_script03_2_M031,They snap.,ang
Ses04M_script03_2_F028,I don't care.  Do you understand?  I don't care.  I don't mind if they bark and roll about like hoops.,ang
Ses04M_script03_2_M032,Did you see much of Peter Burden after our divorce?,xxx
Ses04M_script03_2_F029,"Yes, I did, quite a lot.",ang
Ses04M_script03_2_M033,"I suppose you let him kiss you a good deal more then, hmm?",ang
Ses04M_script03_2_F030,Mind your own business.,ang
Ses04M_script03_2_M034,You must have had a riotous time.,ang
Ses04M_script03_2_M035,"No restraint at all, very enjoyable.  You never had much anyhow.",ang
Ses04M_script03_2_F031,You're quite insufferable.  I expected it's because you're drunk.,ang
Ses04M_script03_2_M036,I'm not in the least drunk.,ang
Ses04M_script03_2_F032,You always had a weak head.,ang
Ses04M_script03_2_M037,I think I mentioned once before that I've only had three minute liquor glasses of brandy this whole evening.  That's hardly enough to get a child of two drunk.,fru
Ses04M_script03_2_F033,"On the contrary, a child of two could get violently drunk on only one glass of brandy.",ang
Ses04M_script03_2_M038,Very interesting.  And how about a child of four and a child of six and a child of nine?,ang
Ses04M_script03_2_F034,"Oh, shut up.",ang
Ses04M_script03_2_M039,"We might get up a splendid little- a splendid little debate about this, you know, intemperate tots.",xxx
Ses04M_script03_2_F035,"Not very funny, dear.  You'd better have some more brandy.",ang
Ses04M_script03_2_M040,Very good idea.  I will,ang
Ses04M_script03_2_M041,You better turn that off I think.,ang
Ses04M_script03_2_F036,Why?,ang
Ses04M_script03_2_M042,It's late and the people upstairs will get annoyed.,xxx
Ses04M_script03_2_F037,There aren't any people upstairs.  It's a photographer's studio.,ang
Ses04M_script03_2_M043,"There are people downstairs, I suppose",ang
Ses04M_script03_2_F038,They're away in Tunis.,xxx
Ses04M_script03_2_M044,This is no time of year for Tunis.,xxx
Ses04M_script03_2_F039,"Turn it on again, please.",ang
Ses04M_script03_2_M045,I will do no such thing.,xxx
Ses04M_script03_2_F040,"Very well, if you insist on being boorish and idiotic.",ang
Ses04M_script03_2_M046,Turn it off.  It's driving me mad.,ang
Ses04M_script03_2_F041,Go away.  Go away.  I hate you.,ang
Ses04M_script03_2_M047,Turn it off.,ang
Ses04M_script03_2_F042,You are far too temperamental.  Try to control yourself.,ang
Ses04M_script03_2_F043,We swapped. Listen.,neu
Ses04M_script03_2_M048,Listen--,ang
Ses04M_script03_2_F044,"Listen, indeed.  I am sick and tired of listening to you, you damn sadistic bully.",ang
Ses04M_script03_2_M049,"You're a vile tempered, loosed living",ang
Ses04M_script03_2_F045,Stop.,ang
Ses04M_script03_2_M050,wicked little beast. And I- I hope I never see you again as long as live.,ang
Ses04M_script03_2_F046,Stop.  I hate you.  Do you hear me? You're conceited and overbearing and utterly impossible.,ang
Ses04M_script03_2_F047,"This is the end.  Do you understand, the end?  Finally and forever.",ang
Ses04M_script03_2_M051,You're not going like this.,ang
Ses04M_script03_2_F048,"Oh, yes, I am.",ang
Ses04M_script03_2_M052,"No, you're not.",ang
Ses04M_script03_2_F049,"Let go of me.  You're a cruel fiend and I hate and loath you.  Thank God, I discovered in time what you're really like.",ang
Ses04M_script03_2_M053,Shut up. Shut up.,ang
Ses04M_script03_2_M054,"You're a mean, evil minded",ang
Ses04M_script03_2_F050,Marry you again? Huh.,ang
Ses04M_script03_2_M055,little vampire And I hope to God I never set eyes on you as long as I live.,ang
Ses04M_script03_2_F051,"Never, never, never.  I'd rather die in torment. Beast brute.",ang
Ses04M_script03_2_M056,Whore.,ang
Ses04M_script03_2_F052,Swine.,ang
Ses05F_impro01_F000,"Hi, I need an ID.",neu
Ses05F_impro01_M000,"ahh Yeah, this is the wrong line.  I'm sorry.  You need to go back over to line two B.  That's where you should have started from.",neu
Ses05F_impro01_FXX0,No.,xxx
Ses05F_impro01_F001,"Okay, I'm sorry, but I just stood in this line for an hour.  can I Is there any way I can-",fru
Ses05F_impro01_M001,"I mean, there's really nothing I can do for you in this line.  This is not the line for new I.D.  This is the line for registration.",xxx
Ses05F_impro01_F002,"No, they told me-I'm sorry, but they told me to be in this line.",fru
Ses05F_impro01_M002,"Yeah, I understand that ma'am.  I don't know what they said to you, but you need to be in a different line.",xxx
Ses05F_impro01_F003,"What, I mean what... what's the difference?  What do I need to do there that I can't do here?",fru
Ses05F_impro01_M003,"Well, I have no camera here.  I can't help you at all here, ma'am.  I have forms for something completely different.  You need to go to a different place.",neu
Ses05F_impro01_F004,Can you just-can I just get the right-,fru
Ses05F_impro01_M004,"Simply step to line two A, ma'am, I'm sorry.",fru
Ses05F_impro01_F005,Would you be able to put me at the front of that line?,fru
Ses05F_impro01_M005,There is a large line of people behind you waiting to be--,fru
Ses05F_impro01_F006,I know.  I've been in line with these people.  I understand.  I understand what it's like.  Could you please like call over and-,fru
Ses05F_impro01_M006,"I don't want to be rude here, ma'am, but line two B is where you need to be.  This is the line for registration.",fru
Ses05F_impro01_F007,"I hear that.  I hear that.  Thank you, but I've waited in line for so long, and I don't want to have to be here all day.",fru
Ses05F_impro01_M007,I don't have those-,fru
Ses05F_impro01_F008,"So could I maybe get the form from you, fill it out here- and maybe you could-",neu
Ses05F_impro01_M008,"I don't have those forms, ma'am.  I can't help you.  That's why you need to go to line two A.",fru
Ses05F_impro01_F009,And how long is that going to take?,fru
Ses05F_impro01_M009,"Ma'am, obviously I have no idea how long it's taking.  There seems to be a bit of a line there.  It looks like thirty forty people.  It could take four to five hours.  I'm sorry.",fru
Ses05F_impro01_F010,I don't-,fru
Ses05F_impro01_M010,"There's nothing I can do for you, ma'am.",fru
Ses05F_impro01_F011,"I don't have time for this today, and-",fru
Ses05F_impro01_M011,"But, obviously I don't have time for you to stand here and waste my time in this line.  There are other people who need service behind you who are waiting for the right things.",fru
Ses05F_impro01_F012,"Is there anything you can do?  Please, have some compassion.  Is there something you can do?",fru
Ses05F_impro01_M012,"I am a very compassionate person, and I'm offended that you imply that I'm not.  Of course, I'm compassionate.  Look, I work in the D.M.V..  What do you think I am?  Go wait in line two A.",fru
